full_text_comments,full_text_comments_preprocessed
@dinopattidjalal @AnisSholehB @Kemlu_RI @Menlu_RI Tuan Anwar Ibrahim dan Malaysia lebih berani lebih berwibawa dan terhormat mungkin Malaysia justru yang bangsa yang besar,dinopattidjalal anissholehb kemlu_ri menlu_ri tuan anwar ibrahim malaysia berani berwibawa terhormat malaysia bangsa
@dinopattidjalal @Kemlu_RI @Menlu_RI Maaf pak beliau kerjaan utamanya Sekjen Partai Menlu mah kerjaan sampingan masih berharap?,dinopattidjalal kemlu_ri menlu_ri maaf beliau kerjaan utamanya sekjen partai menlu kerjaan sampingan berharap
@himawansugeha95 @dinopattidjalal @Kemlu_RI @Menlu_RI Beda banget sih Pak https://t.co/Y3eV7vCLpA,himawansugeha dinopattidjalal kemlu_ri menlu_ri beda
@dinopattidjalal @Kemlu_RI @Menlu_RI Jangankan ambil sikap kpd admin dunia pak. Ambil sikap kpd admin Asia yg ingin mengklaim Natuna aja gak bisa. Terbukti pengiriman T-50i dari Korsel tertunda krn pemerintah ingin pespur tersebut transit dulu ke admin Asia. Padahal admin Asia gak mempermasalahkan transit ke Taiwan,dinopattidjalal kemlu_ri menlu_ri ambil sikap kpd admin dunia ambil sikap kpd admin asia mengklaim natuna terbukti pengiriman korsel tertunda krn pemerintah pespur transit admin asia admin asia mempermasalahkan transit taiwan
@dinopattidjalal @Kemlu_RI @Menlu_RI Anak idiologis biji peler satu,dinopattidjalal kemlu_ri menlu_ri anak idiologis biji peler
@dinopattidjalal @Kemlu_RI @Menlu_RI Karna Indonesia udh jual diri https://t.co/NUk41ZhzZk,dinopattidjalal kemlu_ri menlu_ri karna indonesia udh jual
@DrRizalSukma @dinopattidjalal @Kemlu_RI @Menlu_RI para mantan dubes terheran heran ,drrizalsukma dinopattidjalal kemlu_ri menlu_ri mantan dubes terheran heran
@dinopattidjalal @Kemlu_RI @Menlu_RI Ketika rakyat Gaza dibantai zionist apakah ada pernyataan mengutuk dari pemerintahan Indonesia? Pemerintahan kucing ompong,dinopattidjalal kemlu_ri menlu_ri rakyat gaza dibantai zionist pernyataan mengutuk pemerintahan indonesia pemerintahan kucing ompong
@dinopattidjalal @Kemlu_RI @Menlu_RI menlu malah tugasnya blusukan ke daerah ngurusin pengungsi bencana badan &amp; kementerian kabinet badut emang ga tau mana tugas dan kewajibannya masing2. mending turu.,dinopattidjalal kemlu_ri menlu_ri menlu tugasnya blusukan daerah ngurusin pengungsi bencana badan amp kementerian kabinet badut emang tugas kewajibannya mending turu
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo emng di kalender beliau msih covid soal ny msih 2021,dwi_brom dinopattidjalal kemlu_ri menlu_ri prabowo emng kalender beliau msih covid msih
@emerson_yuntho @dinopattidjalal @Kemlu_RI @Menlu_RI PBB bukan organisasi perdamaian pbb cuma jadi organisasi amerika jadi gak usah terlalu memuja pbb,emerson_yuntho dinopattidjalal kemlu_ri menlu_ri pbb organisasi perdamaian pbb organisasi amerika memuja pbb
@dinopattidjalal @Kemlu_RI @Menlu_RI Setuju 1000% pak Dino Sepertinya pemimpin2 di negara ini sekarang penakut...padahal jika puhak asing manapun mengusik Indonesia..bisa dipastikan 1000% rakyat ikut turun berperang...kita semua punya genetika keberanian melawan yang menindas...siapapun itu.,dinopattidjalal kemlu_ri menlu_ri setuju dino pemimpin negara penakut puhak asing manapun mengusik indonesia rakyat turun berperang genetika keberanian melawan menindas
@HirooAPG @dinopattidjalal @Kemlu_RI @Menlu_RI Exacly,hirooapg dinopattidjalal kemlu_ri menlu_ri exacly
@ubedasy @dinopattidjalal @Kemlu_RI @Menlu_RI Nothing,ubedasy dinopattidjalal kemlu_ri menlu_ri nothing
@bakwanlover @dinopattidjalal @Kemlu_RI @Menlu_RI Apa yang bisa diharapkan dari orang ini sbg MenLu!?,bakwanlover dinopattidjalal kemlu_ri menlu_ri diharapkan sbg menlu
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Bangun tidur dikasih laporan : AMAN PAK bobo lagi,dwi_brom dinopattidjalal kemlu_ri menlu_ri prabowo bangun tidur dikasih laporan aman bobo
@dinopattidjalal @Kemlu_RI @Menlu_RI Bukankah RI saat ini justru menjadi contoh negara di dunia yg kehilangan martabat dan harga diri di panggung internasional? Harusnya kita bangga dong ya baru kali ini di era kepemimpinan saat ini ada yg bisa dicontoh dari RI oleh negara² lain. Contoh yg salah tapi... ‍‍️,dinopattidjalal kemlu_ri menlu_ri contoh negara dunia kehilangan martabat harga panggung internasional bangga kali era kepemimpinan dicontoh negara contoh salah
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Kan hapenya dipegang buna. Gak boleh main HP kalo belum dapat nilai bagus ,dwi_brom dinopattidjalal kemlu_ri menlu_ri prabowo hapenya dipegang buna main nilai bagus
@dinopattidjalal @Kemlu_RI @Menlu_RI hahahahahahhaa... setuju Mas Menteri.. SAMA SEKALI TIDAK MENYEBUT AMERIKA SERIKAT!!! Menlu kita sekarang memang PENGECUT!!! Cerminan atasan?,dinopattidjalal kemlu_ri menlu_ri hahahahahahhaa setuju mas menteri menyebut amerika serikat menlu pengecut cerminan atasan
@dinopattidjalal @Kemlu_RI @Menlu_RI Kan Israel udah investasi besar di Indo sampai ada 50 visa itu. Kata prubowo kekuatan Aseng makanya kelakuan pejabat ama polri kaya yahudi semua...,dinopattidjalal kemlu_ri menlu_ri israel investasi indo visa prubowo kekuatan aseng kelakuan pejabat ama polri kaya yahudi
@dinopattidjalal @Kemlu_RI @Menlu_RI GARIS BESARNYA APAKAH YG MAU DI HARAPKAN DARI PENGUASA HASIL PEMILU CURANG 2024 LALU ...? SAYA LIHAT HAMPIER TIDAK ADA KEBIJAKAN YG JUJUR... REGULASINYA BAU BUSUK SYARAT KEPENTINGAN POLITIK KEKUASAAN ... PAGAR LAUT ? RIZA CHALID ? KUOTA HAJI ? JUDOL ? GRATIF JET KAESANG ? DLL ?,dinopattidjalal kemlu_ri menlu_ri garis besarnya harapkan penguasa hasil pemilu curang lihat hampier kebijakan jujur regulasinya bau busuk syarat kepentingan politik kekuasaan pagar laut riza chalid kuota haji judol gratif jet kaesang
@dinopattidjalal @Kemlu_RI @Menlu_RI Menlunya bingung ga tahu mau ngomong apa krn belum ada komando dr bosnya utk berbicara langsung krn bosnya tell me alias makin lambat daya pikirnya... Akhirnya chatbot yg disuruh komen...,dinopattidjalal kemlu_ri menlu_ri menlunya bingung ngomong krn komando bosnya utk berbicara langsung krn bosnya tell alias lambat daya pikirnya chatbot disuruh komen
@ramazaynworld @dinopattidjalal @Kemlu_RI @Menlu_RI Jadi boleh ya kalo wowok dihilangkan kek Mahasiswa ?,ramazaynworld dinopattidjalal kemlu_ri menlu_ri wowok dihilangkan kek mahasiswa
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/wx6zeSFScR,dinopattidjalal kemlu_ri menlu_ri
@dinopattidjalal @Kemlu_RI @Menlu_RI apakah kita sudah menjadi budak Amerika dan bersikap budeg pada hal-hal yang tak sesuai dengan hukum internasional yang dilakukan oleh Amerika?,dinopattidjalal kemlu_ri menlu_ri budak amerika bersikap budeg sesuai hukum internasional amerika
@ramazaynworld @dinopattidjalal @Kemlu_RI @Menlu_RI Dasar tidak patriotik! Ini soal sikap kita bangsa bezaaaaaar! https://t.co/Afavsvwko2,ramazaynworld dinopattidjalal kemlu_ri menlu_ri dasar patriotik sikap bangsa bezaaaaaar
@dinopattidjalal @Kemlu_RI @Menlu_RI Negeri dg pejabat inkompeten,dinopattidjalal kemlu_ri menlu_ri negeri pejabat inkompeten
@dinopattidjalal @Kemlu_RI @Menlu_RI Dia itu bukan Menlu tapi ketua RT,dinopattidjalal kemlu_ri menlu_ri menlu ketua
@vladsyarif13 @dinopattidjalal @Kemlu_RI @Menlu_RI Macan Asia: https://t.co/4UXPmMx3GK,vladsyarif dinopattidjalal kemlu_ri menlu_ri macan asia
@dinopattidjalal @Kemlu_RI @Menlu_RI terlihat serupa dgn statement PM Malaysia,dinopattidjalal kemlu_ri menlu_ri dgn statement malaysia
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/g8qE4LqQ0G,dinopattidjalal kemlu_ri menlu_ri
@dinopattidjalal @Kemlu_RI @Menlu_RI Saya kira semua org memang perlu berhati-hati berkomentar mengenai perkembangan terakhir di Venezuela karena kita tidak bisa cuma fokus pada kejadian terbaru ada rentetan peristiwa sebelumnya yang perlu dicermati untuk sampai pada satu kesimpulan final.,dinopattidjalal kemlu_ri menlu_ri org berhati hati berkomentar perkembangan venezuela fokus kejadian terbaru rentetan peristiwa dicermati kesimpulan final
@dinopattidjalal @Kemlu_RI @Menlu_RI AS telah melanggar tata tertib pergaulan internasional dan kalau RI tidak bereaksi keras RI hanyalah macan ompong bukan macan asia ,dinopattidjalal kemlu_ri menlu_ri melanggar tata tertib pergaulan internasional bereaksi keras macan ompong macan asia
@dinopattidjalal @Kemlu_RI @Menlu_RI Padahal Indonesia bukan sekedar pemain Global South. @Prabowo sendiri yang menawarkan Indonesia sbg bridge builder North-South. Nampaknya akan ada harga yang harus dibayar oleh @POTUS untuk Indonesia terkait diamnya Indonesia.,dinopattidjalal kemlu_ri menlu_ri indonesia sekedar pemain global south prabowo menawarkan indonesia sbg bridge builder north south nampaknya harga dibayar potus indonesia terkait diamnya indonesia
@dinopattidjalal @Kemlu_RI @Menlu_RI Takut sama @realDonaldTrump https://t.co/qr248e0yPy,dinopattidjalal kemlu_ri menlu_ri takut realdonaldtrump
@dinopattidjalal @Kemlu_RI @Menlu_RI Jangan heran istilahnya beliau tidak percaya diri beneran ,dinopattidjalal kemlu_ri menlu_ri heran istilahnya beliau percaya beneran
@bakwanlover @dinopattidjalal @Kemlu_RI @Menlu_RI Wamenlu nya ada 2 gak pernah kedengeran,bakwanlover dinopattidjalal kemlu_ri menlu_ri wamenlu kedengeran
@dinopattidjalal @Kemlu_RI @Menlu_RI Sampeyan konon kan diplomat Pak @dinopattidjalal pernyataan @Kemlu_RI ga jauh beda dgn Singapore punya Pak. https://t.co/ohJHELHDPF,dinopattidjalal kemlu_ri menlu_ri sampeyan konon diplomat dinopattidjalal pernyataan kemlu_ri beda dgn singapore
@dinopattidjalal @Kemlu_RI @Menlu_RI Salute sama PM Malaysia. Tegas!,dinopattidjalal kemlu_ri menlu_ri salute malaysia
@NiniN710_1199 @dinopattidjalal @Kemlu_RI @Menlu_RI ,ninin_ dinopattidjalal kemlu_ri menlu_ri
@GunGuna0446496 @dinopattidjalal @InFebriyan128 @Kemlu_RI @Menlu_RI Gara gara 58 hanya omon omon,gunguna dinopattidjalal infebriyan kemlu_ri menlu_ri gara gara omon omon
@dinopattidjalal @Kemlu_RI @Menlu_RI Lah mana berani sama asing,dinopattidjalal kemlu_ri menlu_ri berani asing
@emerson_yuntho @dinopattidjalal @Kemlu_RI @Menlu_RI Wong pancen anak magang ,emerson_yuntho dinopattidjalal kemlu_ri menlu_ri pancen anak magang
@dinopattidjalal @Kemlu_RI @Menlu_RI Mungkin masih menunggu petunjuk ketua partai. Kebanyakan pejabat yg notabene anggota suatu partai politik 'mengembik' apa kata sang ketua partai. Ini menurut keyakinan saya.,dinopattidjalal kemlu_ri menlu_ri menunggu petunjuk ketua partai kebanyakan pejabat notabene anggota partai politik mengembik sang ketua partai keyakinan
@dinopattidjalal @Kemlu_RI @Menlu_RI Aduh kok pake heran sih pak heran mah kalo cepet tanggap dan buat statement tegas.Kalo begini mah ga usah heran wong memang biasanya pun begitu kok.,dinopattidjalal kemlu_ri menlu_ri aduh pake heran heran cepet tanggap statement heran
@jondhez @dinopattidjalal @Kemlu_RI @Menlu_RI @NataliusPigai2 https://t.co/1D21ldHMd6,jondhez dinopattidjalal kemlu_ri menlu_ri nataliuspigai
@dinopattidjalal @Kemlu_RI @Menlu_RI Saya berbeda pendapat Pernyataan resmi kementerian luar negeri merupakan parameter resmi sikap negara Pada kasus kasus krusial SANGAT TEPAT sikap menlu (dan pak presiden @prabowo ) untuk sangat berhati hati sebelum membuat pernyataan Pantau dulu perkembangan nya. Perubahan,dinopattidjalal kemlu_ri menlu_ri berbeda pendapat pernyataan resmi kementerian negeri parameter resmi sikap negara krusial sikap menlu presiden prabowo berhati hati pernyataan pantau perkembangan perubahan
@dinopattidjalal @Kemlu_RI @Menlu_RI Kita ini bangsa yang besar.. ucap si macan ompong,dinopattidjalal kemlu_ri menlu_ri bangsa macan ompong
@dinopattidjalal @Kemlu_RI @Menlu_RI Sampeyan konon kan diplomat Pak @dinopattidjalal pernyataan @Kemlu_RI ga jauh beda dgn Singapore punya Pak. https://t.co/ohJHELHDPF,dinopattidjalal kemlu_ri menlu_ri sampeyan konon diplomat dinopattidjalal pernyataan kemlu_ri beda dgn singapore
@dinopattidjalal @Kemlu_RI @Menlu_RI Sesungguhnya... DONALD TRUMP itu sedang membangkitkan PERANG SALIB perang sesama Imperium KARESTEN lalu Ummat Yesus Allaihissalam dan Muhammad SAW dijadikan korban Kolonial APEK: Asosiasi Penjajah Karesten Tentunyaahh..,dinopattidjalal kemlu_ri menlu_ri sesungguhnya donald trump membangkitkan perang salib perang imperium karesten ummat yesus allaihissalam muhammad saw dijadikan korban kolonial apek asosiasi penjajah karesten tentunyaahh
@dinopattidjalal @Kemlu_RI @Menlu_RI Menurut analisis saya berdasarkan pernyataan resmi Kemlu RI dan berita terkini terlalu berisiko merusak hubungan bilateral. Untuk menjaga netralitas diplomatik hindari konfrontasi lgsg &amp; fokus pada prinsip umum sptkedaulatan tanpa menarget pihak spesifik sesuai POLICY LN RO,dinopattidjalal kemlu_ri menlu_ri analisis berdasarkan pernyataan resmi kemlu berita terkini berisiko merusak hubungan bilateral menjaga netralitas diplomatik hindari konfrontasi lgsg amp fokus prinsip sptkedaulatan menarget spesifik sesuai policy
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/nzD8OYlrO6 Malaysia lebih progesif.,dinopattidjalal kemlu_ri menlu_ri malaysia progesif
@dinopattidjalal @Kemlu_RI @Menlu_RI Saya Prihatin...Kata pak SBY.,dinopattidjalal kemlu_ri menlu_ri prihatin sby
@dinopattidjalal @Kemlu_RI @Menlu_RI Ada minyak RI di Venezuela..... ko @prabowo @bahlillahadalia @KementerianESDM @Menlu_RI @MyPertaminaID pada diam. https://t.co/rDZbtmQL3C,dinopattidjalal kemlu_ri menlu_ri minyak venezuela prabowo bahlillahadalia kementerianesdm menlu_ri mypertaminaid diam
@dinopattidjalal @Kemlu_RI @Menlu_RI Takut nego tarif dagang gagal pdhl ga nguntungin sama sekali jg. Wkwk,dinopattidjalal kemlu_ri menlu_ri takut nego tarif dagang gagal pdhl nguntungin wkwk
@dinopattidjalal @Kemlu_RI @Menlu_RI sejak Macan Asia Menjadi presiden... kita takut dengan negara lain.. kita takut untuk menangkap koruptor. kita takut menangkapa pelaku pembalakan liar. kita takut ketika rakyat menjadi kritis dan pandai.. itulah kita hidup.. Jokowi....,dinopattidjalal kemlu_ri menlu_ri macan asia presiden takut negara takut menangkap koruptor takut menangkapa pelaku pembalakan liar takut rakyat kritis pandai hidup jokowi
@dinopattidjalal @Kemlu_RI @Menlu_RI Pak Pattidjalal pura pura gak tau ya pernyataan Menlu tentu persetujuan Presiden tau kan pembicaraan empat mata Presiden dgn Donal Trum yg bocor di mic &amp; viral di medsos ,dinopattidjalal kemlu_ri menlu_ri pattidjalal pura pura pernyataan menlu persetujuan presiden pembicaraan mata presiden dgn donal trum bocor mic amp viral medsos
@dinopattidjalal @Kemlu_RI @Menlu_RI Mental JONGOS disuruh berani.. Mana mungkin..,dinopattidjalal kemlu_ri menlu_ri mental jongos disuruh berani
@namazu_sensei @dinopattidjalal @Kemlu_RI @Menlu_RI Radanya ini.benar banget ,namazu_sensei dinopattidjalal kemlu_ri menlu_ri radanya
@emerson_yuntho @dinopattidjalal @Kemlu_RI @Menlu_RI Loh si pigai sudah packing koper padahal mo ke new york,emerson_yuntho dinopattidjalal kemlu_ri menlu_ri pigai packing koper new york
@PriyonoDepi @dinopattidjalal @Kemlu_RI @Menlu_RI Jangan lupa openingnya: heey antek antek asing! ,priyonodepi dinopattidjalal kemlu_ri menlu_ri lupa openingnya heey antek antek asing
@dinopattidjalal @Kemlu_RI @Menlu_RI Sekelas pak Dino aja heran lhooo....,dinopattidjalal kemlu_ri menlu_ri sekelas dino heran lhooo
@dinopattidjalal @Kemlu_RI @Menlu_RI gimana mo jadi 5 super power dunia,dinopattidjalal kemlu_ri menlu_ri gimana super power dunia
@dinopattidjalal @Kemlu_RI @Menlu_RI Menlunya ngurusin Pilkada,dinopattidjalal kemlu_ri menlu_ri menlunya ngurusin pilkada
@dinopattidjalal @Kemlu_RI @Menlu_RI he s busy ngapa2in Pilkada pls don t disturb him,dinopattidjalal kemlu_ri menlu_ri busy ngapain pilkada pls don disturb him
@KangSemproel @NiniN710_1199 @dinopattidjalal @Kemlu_RI @Menlu_RI ,kangsemproel ninin_ dinopattidjalal kemlu_ri menlu_ri
@ditoradhyaa @yudhis147 @dinopattidjalal @Kemlu_RI @Menlu_RI Sebagai Menlu RI (1999-2001) di era Gus Dur prestasi Alwi Shihab meliputi: - Memperbaiki hubungan bilateral Indonesia-Portugal diakui dengan penghargaan dari Presiden Portugal (2012). - Menjadi utusan khusus ke Timur Tengah &amp; Organisasi Konferensi Islam untuk diplomasi. -,ditoradhyaa yudhis dinopattidjalal kemlu_ri menlu_ri menlu era gus dur prestasi alwi shihab meliputi memperbaiki hubungan bilateral indonesia portugal diakui penghargaan presiden portugal utusan khusus timur amp organisasi konferensi islam diplomasi
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/OTlX0a2Hqy,dinopattidjalal kemlu_ri menlu_ri
@dinopattidjalal @Kemlu_RI @Menlu_RI sejak kapan pemerintah kita berani?? mereka mah beraninya ama warga sendiri doang ama bule di bali aja diinjek injek gak ngelawan,dinopattidjalal kemlu_ri menlu_ri pemerintah berani beraninya ama warga doang ama bule bali diinjek injek ngelawan
@RencanaTrading @dinopattidjalal @Kemlu_RI @Menlu_RI Apa yg mau diharapkan dr menlu sekarang yg tidak punya stance,rencanatrading dinopattidjalal kemlu_ri menlu_ri diharapkan menlu stance
@dinopattidjalal @Kemlu_RI @Menlu_RI Apakah : USA menyodorkan konsep perencanaan pilpres 2024 berikut jajaran kabinetnya bila 02 menang ?? Apakah ada kontribusi dana dari sana jg ?,dinopattidjalal kemlu_ri menlu_ri usa menyodorkan konsep perencanaan pilpres jajaran kabinetnya menang kontribusi dana
@dinopattidjalal @Kemlu_RI @Menlu_RI Benar.. menlu kita banyak diamnya. Kemungkinan ga paham juga apa yg mau dia omongin,dinopattidjalal kemlu_ri menlu_ri menlu diamnya paham omongin
@dinopattidjalal @Kemlu_RI @Menlu_RI Betul pak. Padahal KITA BANGSA YANG BESAR! ,dinopattidjalal kemlu_ri menlu_ri bangsa
@dinopattidjalal @Kemlu_RI @Menlu_RI Bapak heran pernyataan seperti ini keluar dari kementerian yang dipimpin orang tidak capable &amp; kompeten? FORKS FOUND IN THE KITCHEN DUH PAK https://t.co/NFGVWwqGho,dinopattidjalal kemlu_ri menlu_ri heran pernyataan kementerian dipimpin capable amp kompeten forks found the kitchen duh
@dinopattidjalal @Kemlu_RI @Menlu_RI Jangan malu malu kalau dukung trump serang negara besar sampaikan saja. Hidup trumph !,dinopattidjalal kemlu_ri menlu_ri malu malu dukung trump serang negara hidup trumph
@dinopattidjalal @Kemlu_RI @Menlu_RI Harga diri nyangkut terbawa banjir bandang dia Aceh Tamiang,dinopattidjalal kemlu_ri menlu_ri harga nyangkut terbawa banjir bandang aceh tamiang
@dinopattidjalal @Kemlu_RI @Menlu_RI saya juga heran pak,dinopattidjalal kemlu_ri menlu_ri heran
@rizkydika_ @dinopattidjalal @Kemlu_RI @Menlu_RI Level Camat aja belom ...,rizkydika_ dinopattidjalal kemlu_ri menlu_ri level camat belom
@dinopattidjalal @Kemlu_RI @Menlu_RI Kalau tindakan tersebut dibenarkan. Bisa kejadian juga thailand culik perdana mentri kamboja?,dinopattidjalal kemlu_ri menlu_ri tindakan dibenarkan kejadian thailand culik perdana mentri kamboja
